0.000000 12756200.000000 0.000000 0.000000
1.000000 12757073.345064 2.418272 4.188570
2.000000 6511229011.363317 6498471940.436526 6498471942.206824
3.000000 13009701052.405956 12996943981.479164 12996943983.249462
4.000000 19508173097.776844 19495416026.850052 19495416028.620350
5.000000 26006645144.004044 25993888073.077251 25993888074.847549
6.000000 32505117190.539192 32492360119.612404 32492360121.382698
7.000000 39003589237.219360 38990832166.292572 38990832168.062866
8.000000 45502061283.979279 45489304213.052490 45489304214.822784
9.000000 52000533330.787727 51987776259.860939 51987776261.631233
10.000000 58499005377.627899 58486248306.701111 58486248308.471405
11.000000 64997477424.489944 64984720353.563156 64984720355.333450
12.000000 71495949471.367706 71483192400.440918 71483192402.211212
13.000000 77994421518.257141 77981664447.330353 77981664449.100647
14.000000 84492893565.155487 84480136494.228699 84480136495.998993
15.000000 90991365612.060791 90978608541.134003 90978608542.904297
16.000000 97489837658.971634 97477080588.044846 97477080589.815140
17.000000 103988309705.886948 103975552634.960159 103975552636.730453
18.000000 110486781752.805923 110474024681.879135 110474024683.649429
19.000000 116985253799.727951 116972496728.801163 116972496730.571457
20.000000 123483725846.652527 123470968775.725739 123470968777.496033
21.000000 129982197893.579269 129969440822.652481 129969440824.422775
22.000000 136480669940.507858 136467912869.581070 136467912871.351364
23.000000 142979141987.438049 142966384916.511261 142966384918.281555
24.000000 149477614034.369629 149464856963.442841 149464856965.213135
25.000000 155976086081.302399 155963329010.375610 155963329012.145905
26.000000 162474558128.236237 162461801057.309448 162461801059.079742
27.000000 168973030175.171021 168960273104.244232 168960273106.014526
28.000000 175471502222.106628 175458745151.179840 175458745152.950134
29.000000 181969974269.042969 181957217198.116180 181957217199.886475
30.000000 188468446315.979980 188455689245.053192 188455689246.823486
31.000000 194966918362.917603 194954161291.990814 194954161293.761108
32.000000 201465390409.855743 201452633338.928955 201452633340.699249
33.000000 207963862456.794373 207951105385.867584 207951105387.637878
34.000000 214462334503.733459 214449577432.806671 214449577434.576965
35.000000 220960806550.672943 220948049479.746155 220948049481.516449
36.000000 227459278597.612793 227446521526.686005 227446521528.456299
37.000000 233957750644.552979 233944993573.626190 233944993575.396484
